sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
197445,https://sofifa.com/player/197445/david-alaba/15/157759,D. Alaba,David Olatukunbo Alaba,22,1992-06-24,180,75,Austria,FC Bayern München,82,87,0,0,"LB, CM, CDM, LM",Left,3,4,3,High/Medium,Normal,Yes,,#Acrobat,LCB,27,,2010-02-10,2018,LDM,8,86,70,81,82,79,72,,,,,,,Long Shot Taker (CPU AI Only),85,63,69,84+1,65+3,81,74,75,79+1,83,87,86,86,84,77-2,78,78+1,88+3,65,76,68,83,76+1,77,74,,78,81,79,5,7,14,15,9,75+1,75+1,75+1,82+1,78+1,78+1,78+1,82+1,80+1,80+1,80+1,83+1,81+1,81+1,81+1,83+1,83+1,80+1,80+1,80+1,83+1,81+1,77+1,77+1,77+1,81+1
200949,https://sofifa.com/player/200949/lucas-rodrigues-m-silva/15/157759,Lucas,Lucas Rodrigues M. Silva,21,1992-08-13,172,72,Brazil,Paris Saint-Germain,82,87,0,0,"RW, RM",Right,2,3,4,Medium/Medium,Normal,Yes,,"#Speedster, #Dribbler, #Acrobat",SUB,7,,2013-01-01,2017,SUB,9,93,73,76,87,44,63,,,,,,,"Selfish, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",76,69-5,50,78-3,70,88-1,69,68,75,83-1,95+1,91,93-1,83,86+3,83+6,71,72,57+12,73-8,67,50,75,76,75,,39,43,48,9,10,14,7,14,75+0,75+0,75+0,82+0,78+0,78+0,78+0,82+0,80+0,80+0,80+0,81+0,74+0,74+0,74+0,81+0,67+0,65+0,65+0,65+0,67+0,61+0,55+0,55+0,55+0,61+0
171877,https://sofifa.com/player/171877/marek-hamsik/15/157759,M. Hamšik,Marek Hamšík,26,1987-07-27,183,79,Slovakia,Napoli,82,86,0,0,CAM,Right,3,4,3,High/Medium,Lean,Yes,,,CAM,17,,2007-07-01,2016,,,73,77,81,81,58,70,,,,,,,"Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",79-1,77-1,74-1,86-1,79-1,81-1,81,72,75-1,84-1,73,73,79-1,80-1,63,76-1,72,78-3,69-1,78,61-1,52-1,83-1,82-1,70,,55-1,59-1,55-1,8-1,6-1,4-1,14-1,14-1,78+1,78+1,78+1,80+1,80+1,80+1,80+1,80+1,81+1,81+1,81+1,80+1,78+1,78+1,78+1,80+1,71+1,71+1,71+1,71+1,71+1,67+1,64+1,64+1,64+1,67+1
186627,https://sofifa.com/player/186627/mario-balotelli/15/157759,M. Balotelli,Mario  Barwuah Balotelli,23,1990-08-12,188,80,Italy,Liverpool,82,86,0,0,ST,Right,4,4,4,Low/Low,Normal,Yes,,,ST,45,,2014-08-25,2017,,,82,82,68,81,30,79,,,,,,,"Power Free-Kick, Dives Into Tackles (CPU AI Only), Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",65-1,82-2,71-1,73-1,83-1,83-3,79-1,75-1,49-1,87-1,82,82,78,66+2,54,85-1,78+2,72,87+1,76,69-1,32-1,81-1,71-1,92-1,,24-1,24-1,24-1,2-3,2-3,2-1,4+1,2-1,80+2,80+2,80+2,77+2,79+2,79+2,79+2,77+2,78+2,78+2,78+2,74+2,66+2,66+2,66+2,74+2,55+2,56+2,56+2,56+2,55+2,51+2,49+2,49+2,49+2,51+2
175943,https://sofifa.com/player/175943/dries-mertens/15/157759,D. Mertens,Dries Mertens,27,1987-05-06,169,61,Belgium,Napoli,82,85,0,0,CAM,Right,2,4,4,High/Medium,Normal,No,,"#Dribbler, #Acrobat",SUB,14,,2013-07-01,2018,SUB,14,88,77,80,87,37,53,,,,,,,"Diver, Technical Dribbler (CPU AI Only)",79,76,35,81,69,87+2,85,82,74,87,92+1,85+2,93+1,76,92+1,79,59+2,76+1,36+2,81+1,64,43,76,82,80+2,,30,41,40,7-1,10-1,8-1,10-1,4-1,74+0,74+0,74+0,83+0,79+0,79+0,79+0,83+0,82+0,82+0,82+0,82+0,75+0,75+0,75+0,82+0,65+0,63+0,63+0,63+0,65+0,57+0,47+0,47+0,47+0,57+0
176676,https://sofifa.com/player/176676/marcelo-vieira-da-silva/15/157759,Marcelo,Marcelo Vieira da Silva Júnior,26,1988-05-12,174,75,Brazil,Real Madrid,82,85,0,0,LB,Left,3,3,3,High/Medium,Normal,Yes,,,LB,12,,2007-01-01,2018,LB,6,81,67,78,84,77,79,,,,,,,,85-2,64,63,80+1,54,83,80,67,76,86,79-2,83,79,85,84,83,79,82-5,75,65,86,83,67+3,70,59,,74-1,79-4,83-2,12,5,5,5,9,73+1,73+1,73+1,80+1,76+1,76+1,76+1,80+1,77+1,77+1,77+1,80+1,78+1,78+1,78+1,80+1,82+1,80+1,80+1,80+1,82+1,81+1,78+1,78+1,78+1,81+1
191202,https://sofifa.com/player/191202/nemanja-matic/15/157759,N. Matić,Nemanja Matić,25,1988-08-01,194,84,Serbia,Chelsea,82,85,0,0,"CDM, CM",Left,2,3,3,Medium/High,Lean,Yes,,#Aerial Threat,LDM,21,,2014-01-15,2019,,,67,70,76,75,80,85,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only)",68,64,77,82,74,78,68,67,80,79-1,66,68,53-8,81+2,53-9,78,70,90,84,75,83,84+1,70,77-2,69,,78+2,83+2,74,7,15,12,14,9,73+0,73+0,73+0,73+0,75+0,75+0,75+0,73+0,76+0,76+0,76+0,76+0,80+0,80+0,80+0,76+0,78+0,82+0,82+0,82+0,78+0,79+0,80+0,80+0,80+0,79+0
192563,https://sofifa.com/player/192563/bernd-leno/15/157759,B. Leno,Bernd Leno,22,1992-03-04,190,82,Germany,Bayer 04 Leverkusen,82,85,0,0,GK,Right,2,3,1,Medium/Medium,Lean,No,,,GK,1,,2012-01-01,2018,,,,,,,,,82,82,81,83,49,83,,25,25,25,36,25,25,25,25,33,28,46,52,52,82+2,44,43,73,43,68,25,28,22,25,25,23,,25,25,25,82-3,82+1,81-3,83+6,83-2,,,,,,,,,,,,,,,,,,,,,,,,,,
193747,https://sofifa.com/player/193747/jorge-resurreccion/15/157759,Koke,Jorge Resurrección Merodio,22,1992-01-08,178,74,Spain,Atlético Madrid,82,85,0,0,"LM, RM, CM",Right,2,4,3,High/High,Stocky,Yes,,#Playmaker  ,RM,6,,2011-01-01,2019,SUB,8,75,72,85,81,53,73,,,,,,,Playmaker (CPU AI Only),84,68,62,86,56,79,84,73,85,86,77,74,78,84,77,81+1,61,82,72+11,78,68,58,76,88,59,,50,51,48,14,12,5,10,13,74+0,74+0,74+0,81+0,78+0,78+0,78+0,81+0,82+0,82+0,82+0,82+0,80+0,80+0,80+0,82+0,70+0,73+0,73+0,73+0,70+0,66+0,61+0,61+0,61+0,66+0
196144,https://sofifa.com/player/196144/jackson-martinez/15/157759,J. Martínez,Jackson Martínez,27,1986-10-03,185,85,Colombia,FC Porto,82,85,0,0,ST,Right,2,4,4,High/Medium,Normal,No,,#Strength,ST,9,,2012-07-01,2017,SUB,21,82,81,66,78,43,85,,,,,,,"Beat Offside Trap, Power Header",61,86+2,85,72,83+1,77,66,34,63,79,78,85+2,78-5,80,70-2,85+2,85,84,86,66+1,83,47,85,71,70,,27,47,33,15,5,12,14,14,82+0,82+0,82+0,75+0,79+0,79+0,79+0,75+0,77+0,77+0,77+0,74+0,70+0,70+0,70+0,74+0,61+0,64+0,64+0,64+0,61+0,60+0,59+0,59+0,59+0,60+0
162409,https://sofifa.com/player/162409/giuseppe-rossi/15/157759,G. Rossi,Giuseppe Rossi,27,1987-02-01,173,72,Italy,Fiorentina,82,84,0,0,ST,Left,3,3,3,High/Medium,Normal,Yes,,,SUB,49,,2013-01-07,2017,,,83,83,74,84,29,52,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Beat Offside Trap",69-1,85-1,63-1,77-1,83+1,83-1,79-1,77-1,67-1,87,86,81-1,84,79-1,86+1,79-1,61+1,65,56+1,82-4,24-11,25,87-1,77-1,87+1,,25,24-1,25+5,4-1,9-1,12-1,10-1,4-1,81+1,81+1,81+1,81+1,82+1,82+1,82+1,81+1,82+1,82+1,82+1,78+1,70+1,70+1,70+1,78+1,56+1,55+1,55+1,55+1,56+1,48+1,42+1,42+1,42+1,48+1
172723,https://sofifa.com/player/172723/asmir-begovic/15/157759,A. Begović,Asmir Begović,27,1987-06-20,200,83,Bosnia Herzegovina,Stoke City,82,84,0,0,GK,Right,2,2,1,Medium/Medium,Lean,Yes,,,GK,1,,2010-01-01,2016,,,,,,,,,84,81,74,85,55,80,,25,25,25,26,25,25,25,25,23,24,52,58,53,78,41,28,38,36,82,25,42,21,25,25,40,,25,25,25,84,81,74,80,85,,,,,,,,,,,,,,,,,,,,,,,,,,
172871,https://sofifa.com/player/172871/jan-vertonghen/15/157759,J. Vertonghen,Jan Vertonghen,27,1987-04-24,189,86,Belgium,Tottenham Hotspur,82,84,0,0,"CB, LB",Left,3,3,3,High/Medium,Normal,Yes,,,SUB,5,,2012-07-01,2016,LB,5,72,67,74,69,82,81,,,,,,,Power Free-Kick,68,60,84,80,52,67-2,58,73,76,74-4,69,75+1,68,80,55,86,80,79-2,81-1,68,83,84,65,72,68,,79,83,79,6,10,9,12,7,71+1,71+1,71+1,71+1,72+1,72+1,72+1,71+1,72+1,72+1,72+1,73+1,75+1,75+1,75+1,73+1,77+1,79+1,79+1,79+1,77+1,79+1,81+1,81+1,81+1,79+1
172879,https://sofifa.com/player/172879/sokratis-papastathopoulos/15/157759,Sokratis,Sokratis Papastathopoulos,26,1988-06-09,185,85,Greece,Borussia Dortmund,82,84,0,0,"CB, RB",Right,2,3,2,Medium/Medium,Normal,Yes,,#Strength,RCB,25,,2013-07-01,2018,RCB,19,78,52,61,65,84,82,,,,,,,Long Throw-in,65-4,45,82-1,66-1,58,61-2,51-2,47,60-4,67,75,81+1,66-4,80,75-3,66+1,82,69+1,86,50,87-1,78-1,52,55,55,,85+2,85,87,6,8,5,12,5,63+0,63+0,63+0,64+0,62+0,62+0,62+0,64+0,62+0,62+0,62+0,65+0,65+0,65+0,65+0,65+0,75+0,74+0,74+0,74+0,75+0,79+0,82+0,82+0,82+0,79+0
179784,https://sofifa.com/player/179784/benedikt-howedes/15/157759,B. Höwedes,Benedikt Höwedes,26,1988-02-29,187,82,Germany,FC Schalke 04,82,84,0,0,"CB, RB, LB",Right,2,3,2,Medium/Medium,Normal,Yes,,,SUB,4,,2007-07-01,2017,SUB,4,66,50,65,65,83,78,,,,,,,"Injury Prone, Leadership, Team Player",65,53,84,74,38,60,38,52,64,72,64-1,68,65+5,82+1,60-3,62,82+4,69,81,31,80,82,51+2,60+4,56,,83,83,84,14,6,9,10,7,62+0,62+0,62+0,64+0,61+0,61+0,61+0,64+0,63+0,63+0,63+0,66+0,67+0,67+0,67+0,66+0,75+0,76+0,76+0,76+0,75+0,78+0,82+0,82+0,82+0,78+0
180403,https://sofifa.com/player/180403/willian-borges-da-silva/15/157759,Willian,Willian Borges da Silva,25,1988-08-09,175,75,Brazil,Chelsea,82,84,0,0,"RM, CAM",Right,2,4,4,High/High,Lean,Yes,,"#Dribbler, #Engine, #Acrobat",SUB,22,,2013-08-28,2018,LW,19,89,73,78,87,51,63,,,,,,,"Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",74,75,29,82,59,88,74,57,77,87-1,92,86,87,81,82,71,46,86,61,80,44,55,77,80,51,,43+9,62+35,51+30,14,12,13,7,13,73+0,73+0,73+0,82+0,78+0,78+0,78+0,82+0,82+0,82+0,82+0,82+0,78+0,78+0,78+0,82+0,71+0,69+0,69+0,69+0,71+0,63+0,55+0,55+0,55+0,63+0
183556,https://sofifa.com/player/183556/neven-subotic/15/157759,N. Subotić,Neven Subotić,25,1988-12-10,193,88,Serbia,Borussia Dortmund,82,84,0,0,CB,Right,3,3,2,Medium/Medium,Lean,Yes,,#Tackling ,LCB,4,,2008-07-01,2016,,,71,57,58,57,83,79,,,,,,,"Long Passer (CPU AI Only), Power Header",47,44,85-1,68,54,48+2,33,64,72,64,67-1,75+1,66,79+1,66-1,83,73,67,84,61-3,84-1,74+2,48+2,46,67,,83+1,86,86,6,5,10,8,6,63+1,63+1,63+1,58+1,62+1,62+1,62+1,58+1,59+1,59+1,59+1,60+1,64+1,64+1,64+1,60+1,71+1,73+1,73+1,73+1,71+1,76+1,81+1,81+1,81+1,76+1
184144,https://sofifa.com/player/184144/nicolas-gaitan/15/157759,N. Gaitán,Osvaldo Nicolás Fabián Gaitán,26,1988-02-23,173,67,Argentina,SL Benfica,82,84,0,0,LM,Left,2,2,4,Medium/Medium,Normal,No,,"#Dribbler, #Acrobat",LM,10,,2010-07-01,2016,,,83,74,81,86,38,57,,,,,,,"Avoids Using Weaker Foot, Flair, Playmaker (CPU AI Only), Outside Foot Shot, Technical Dribbler (CPU AI Only)",83-1,73,57,80+1,84,87,87+1,72,79,85,85+1,82,88-2,83+1,83,75,60,70,50-4,74,57,40,79,84,71,,30,42,30,8,11,9,7,5,76+0,76+0,76+0,83+0,79+0,79+0,79+0,83+0,82+0,82+0,82+0,82+0,75+0,75+0,75+0,82+0,63+0,63+0,63+0,63+0,63+0,56+0,49+0,49+0,49+0,56+0
188428,https://sofifa.com/player/188428/seydou-doumbia/15/157759,S. Doumbia,Seydou Doumbia,26,1987-12-31,178,74,Ivory Coast,PFC CSKA Moscow,82,84,0,0,ST,Right,2,4,4,High/Medium,Normal,No,,#Speedster,ST,88,,2010-07-01,2015,SUB,21,93,82,68,82,38,73,,,,,,,"Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only)",45,86,72,75,79,86,78,70,64,81,91+3,94+1,70-20,79,70-5,80,83,94+3,66,75,64,28,85,77,78,,33,38,36,11,14,12,5,11,82+0,82+0,82+0,76+0,82+0,82+0,82+0,76+0,80+0,80+0,80+0,76+0,72+0,72+0,72+0,76+0,59+0,61+0,61+0,61+0,59+0,56+0,52+0,52+0,52+0,56+0
150724,https://sofifa.com/player/150724/joe-hart/15/157759,J. Hart,Joe Hart,27,1987-04-19,196,91,England,Manchester City,82,83,0,0,GK,Right,3,3,1,Medium/Medium,Normal,Yes,,,GK,1,,2006-05-24,2016,GK,1,,,,,,,85,76,79,86,60,79,"Injury Free, Puncher",25,25,25,32,25,25,25,25,35,20,59+3,60+5,25,81,32,25,72,28,61,25,28,25,25,25,44,,25,25,25,85,76,79,79,86,,,,,,,,,,,,,,,,,,,,,,,,,,
173426,https://sofifa.com/player/173426/simon-mignolet/15/157759,S. Mignolet,Simon Mignolet,26,1988-03-06,193,87,Belgium,Liverpool,82,83,0,0,GK,Right,3,2,1,Medium/Medium,Normal,Yes,,,GK,22,,2013-06-25,2017,SUB,12,,,,,,,84,79,72,84,57,80,"Puncher, GK Long Throw",25,25,25,38,25,25,25,25,33,23,55,59,28,69,42,44,69,31-23,72,25,33,20,25,25,40,,25,25,25,84,79,72,80,84,,,,,,,,,,,,,,,,,,,,,,,,,,
179944,https://sofifa.com/player/179944/david-luiz-moreira-marinho/15/157759,David Luiz,David Luiz Moreira Marinho,27,1987-04-22,189,84,Brazil,Paris Saint-Germain,82,83,0,0,CB,Right,4,3,3,High/Medium,Normal,Yes,,,RCB,32,,2014-07-01,2019,RCB,4,77,64,72,72,80,78,,,,,,,"Long Throw-in, Power Free-Kick, Flair, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",68,56,82,77,67,69,70,75,70,79,75,78,75,74,56,73,80,75,77,71,84,77,49,68,75,,78,82,82,11,12,10,7,14,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,71+2,72+2,72+2,72+2,71+2,76+2,76+2,76+2,76+2,76+2,78+2,80+2,80+2,80+2,78+2
185221,https://sofifa.com/player/185221/luiz-gustavo-dias/15/157759,Luiz Gustavo,Luiz Gustavo Dias,26,1987-07-23,187,80,Brazil,VfL Wolfsburg,82,83,0,0,CDM,Left,3,3,2,Medium/High,Lean,Yes,,#Tackling ,LDM,22,,2013-08-16,2018,CDM,17,72,58,72,72,83,82,,,,,,,Dives Into Tackles (CPU AI Only),67-1,45,76-1,80,58,70,48,51,78,77,75-1,69-5,68-7,83,65-2,77,74,85,79,69,88,85,51,68+1,56,,79,87,88,10,6,11,12,13,66+1,66+1,66+1,70+1,68+1,68+1,68+1,70+1,70+1,70+1,70+1,73+1,76+1,76+1,76+1,73+1,80+1,81+1,81+1,81+1,80+1,81+1,82+1,82+1,82+1,81+1
1179,https://sofifa.com/player/1179/gianluigi-buffon/15/157759,G. Buffon,Gianluigi Buffon,36,1978-01-28,191,83,Italy,Juventus,82,82,0,0,GK,Right,4,2,1,Medium/Medium,Normal,Yes,,,GK,1,,2001-07-01,2015,GK,1,,,,,,,84,77,65,75,38,90,"Leadership, One Club Player, Team Player",25,25,32-1,37-1,25,20-1,25,25,31-1,24-1,45,33,51,74-1,49,47-1,75,39,60,25,34-1,29-1,25,25+5,35-1,,25,25,25,84-2,77+1,65+3,90+2,75-1,,,,,,,,,,,,,,,,,,,,,,,,,,
13743,https://sofifa.com/player/13743/steven-gerrard/15/157759,S. Gerrard,Steven  Gerrard,34,1980-05-30,183,83,England,Liverpool,82,82,0,0,"CDM, CM",Right,4,3,3,Medium/Medium,Normal,Yes,,"#Distance Shooter, #Crosser",LDM,8,,1997-11-05,2015,,,63,83,85,75,70,81,,,,,,,"Leadership, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), One Club Player, Team Player",86,79,73,86,80,74,84,80,87,82,62,64-2,59,86,60,90-5,71,76,82,86,85,74+2,82,84,85,,64+2,73+2,68,13,15,13,5,10,79+2,79+2,79+2,79+2,81+2,81+2,81+2,79+2,81+2,81+2,81+2,80+2,82+2,82+2,82+2,80+2,76+2,80+2,80+2,80+2,76+2,75+2,75+2,75+2,75+2,75+2
16254,https://sofifa.com/player/16254/tim-howard/15/157759,T. Howard,Tim Howard,35,1979-03-06,191,88,United States,Everton,82,82,0,0,GK,Right,3,3,1,Medium/Medium,Stocky,Yes,,,GK,24,,2007-02-14,2018,,,,,,,,,84,77,76,83,49,82,"Injury Free, Leadership, GK Up for Corners, GK Long Throw",25,25,25,32,25,25,25,25,29,25,50,48,48,82,50,25,75,26,71,25,31,21,25,25-6,42,,25,25,25,84+1,77,76-1,82+2,83,,,,,,,,,,,,,,,,,,,,,,,,,,
20800,https://sofifa.com/player/20800/danny-miguel-alves-gomes/15/157759,Danny,Daniel Miguel Alves Gomes,30,1983-08-07,178,70,Portugal,Zenit St. Petersburg,82,82,0,0,"LW, CAM",Right,2,4,4,Medium/Low,Lean,No,,,CAM,35,,2008-08-26,2015,,,85,76,81,84,33,56,,,,,,,"Leadership, Flair, Technical Dribbler (CPU AI Only)",73-1,79,47,85-1,68,85-3,85+9,79,80,86-1,86-1,85-1,84-1,74,75,71-1,70,69+3,40,73,76,41,82,84-2,76,,23,33,32,7,11,6,11,5,74+0,74+0,74+0,82+0,78+0,78+0,78+0,82+0,82+0,82+0,82+0,81+0,75+0,75+0,75+0,81+0,61+0,62+0,62+0,62+0,61+0,54+0,46+0,46+0,46+0,54+0
48717,https://sofifa.com/player/48717/julio-cesar-soares-espindola/15/157759,Júlio César,Júlio César Soares de Espíndola,34,1979-09-03,186,79,Brazil,SL Benfica,82,82,0,0,GK,Left,3,3,1,Medium/Medium,Normal,Yes,,,SUB,20,,2014-08-19,2016,GK,12,,,,,,,83,77,67,82,40,82,Puncher,25,25,25,36,25,25,25,25,31,33,39,41,69,83,56,35,75,35,66,25,37,25,25,25,40,,25,25,25,83,77,67,82,82-4,,,,,,,,,,,,,,,,,,,,,,,,,,
49370,https://sofifa.com/player/49370/thiago-motta/15/157759,T. Motta,Thiago Motta,31,1982-08-28,187,83,Italy,Paris Saint-Germain,82,82,0,0,"CDM, CM",Left,3,4,3,Medium/Medium,Normal,Yes,,,CDM,8,,2012-01-01,2016,,,50,66,78,73,79,84,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only)",66,54-8,82,84,76,73,67,67,86,83,48,52,50,78,50,82,85,80,85-1,73-3,85,84,65,77-5,70,,72,81,76,10,10,7,5,14,70+1,70+1,70+1,69+1,72+1,72+1,72+1,69+1,74+1,74+1,74+1,73+1,79+1,79+1,79+1,73+1,76+1,81+1,81+1,81+1,76+1,78+1,80+1,80+1,80+1,78+1
121933,https://sofifa.com/player/121933/rene-adler/15/157759,R. Adler,René Adler,29,1985-01-15,191,87,Germany,Hamburger SV,82,82,0,0,GK,Right,2,3,1,Medium/Medium,Normal,Yes,,,SUB,15,,2012-07-01,2017,,,,,,,,,85,79,72,85,41,80,"Injury Prone, Leadership",25,25,25,38,25,25,25,25,35,30,46+4,37,49,83,43+6,35,69,26,66,25,34,22,25,25,25,,25,25,25,85,79,72,80,85,,,,,,,,,,,,,,,,,,,,,,,,,,
136130,https://sofifa.com/player/136130/alex-rodrigo-dias-da-costa/15/157759,Alex,Alex Rodrigo Dias da Costa,32,1982-06-17,188,92,Brazil,Milan,82,82,0,0,CB,Right,3,3,2,Medium/Medium,Stocky,Yes,,#Strength,RCB,33,,2014-06-07,2016,,,54,64,53,55,84,83,,,,,,,"Power Free-Kick, Power Header",37-1,50-1,82-2,61-3,41-1,53-3,47-1,75-1,64+3,59-5,53+1,55-2,44+3,75-5,43+1,90-1,88-1,64-2,92-1,77,83-1,85+5,33,45-1,80-1,,84+4,84,80-1,9-1,6-1,6-1,14-1,11-1,61+1,61+1,61+1,52+1,61+1,61+1,61+1,52+1,56+1,56+1,56+1,53+1,62+1,62+1,62+1,53+1,67+1,72+1,72+1,72+1,67+1,73+1,81+1,81+1,81+1,73+1
136138,https://sofifa.com/player/136138/diego-ribas-da-cunha/15/157759,Diego,Diego Ribas da Cunha,29,1985-02-28,173,73,Brazil,Fenerbahçe SK,82,82,0,0,"CAM, LM, RM",Right,3,4,4,High/Medium,Normal,Yes,,"#FK Specialist, #Acrobat",CAM,10,,2014-07-10,2017,,,75,73,84,85,39,64,,,,,,,"Diver, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",80,69-1,53,87,82,85-3,85,86,81,84-3,77,74,90+4,85-1,84,75+5,77,57,66,77-2,64,34,70-2,85-1,82,,35,42,39,6,6,5,14,14,74+1,74+1,74+1,81+1,77+1,77+1,77+1,81+1,81+1,81+1,81+1,81+1,75+1,75+1,75+1,81+1,63+1,65+1,65+1,65+1,63+1,56+1,53+1,53+1,53+1,56+1
142784,https://sofifa.com/player/142784/pablo-zabaleta/15/157759,P. Zabaleta,Pablo Javier Zabaleta Girod,29,1985-01-16,178,76,Argentina,Manchester City,82,82,0,0,RB,Right,3,3,3,High/High,Normal,Yes,,,RB,5,,2008-08-31,2017,RB,4,74,52,74,75,83,82,,,,,,,"Dives Into Tackles (CPU AI Only), Team Player",75+1,41,74,79+2,53,73,68,66-11,71,77-2,75,74+1,72,85,72,66,81,84+5,79,57,88+2,83,71,68,64,,83+1,85,83+1,10,14,15,7,5,66+1,66+1,66+1,73+1,69+1,69+1,69+1,73+1,72+1,72+1,72+1,75+1,76+1,76+1,76+1,75+1,80+1,80+1,80+1,80+1,80+1,81+1,82+1,82+1,82+1,81+1
146954,https://sofifa.com/player/146954/gabriel-fernandez-arenas/15/157759,Gabi,Gabriel Fernández Arenas,30,1983-07-10,180,74,Spain,Atlético Madrid,82,82,0,0,"CM, CDM",Right,3,3,2,Medium/Medium,Normal,Yes,,,RCM,14,,2011-07-01,2017,,,68,72,80,76,75,73,,,,,,,"Leadership, Long Shot Taker (CPU AI Only)",67,67,51,85,64,73,86,75,84,80,69,68,79,81,74,81,60,82,69+1,75,73,84,72,83,83,,75,79,71,6,12,10,5,10,71+1,71+1,71+1,75+1,74+1,74+1,74+1,75+1,78+1,78+1,78+1,77+1,81+1,81+1,81+1,77+1,77+1,80+1,80+1,80+1,77+1,75+1,73+1,73+1,73+1,75+1
150418,https://sofifa.com/player/150418/mario-gomez/15/157759,M. Gomez,Mario Gómez García,28,1985-07-10,189,88,Germany,Fiorentina,82,82,0,0,ST,Right,3,4,2,Medium/Medium,Normal,Yes,,"#Poacher, #Strength",ST,33,,2013-07-16,2017,SUB,14,75,82,60,70,30,79,,,,,,,Injury Prone,63-1,86-1,84-3,69-1,79-6,69-2,65-1,36-1,39-1,76-1,71-1,78,64,78-2,55-10,82-3,76,66,86-2,73-2,78-2,20-1,88-1,62-1,75-1,,25,25+5,25+5,7-1,7-1,8-1,6-1,13-1,81+1,81+1,81+1,72+1,78+1,78+1,78+1,72+1,73+1,73+1,73+1,68+1,61+1,61+1,61+1,68+1,52+1,53+1,53+1,53+1,52+1,50+1,50+1,50+1,50+1,50+1
152999,https://sofifa.com/player/152999/rodrigo-palacio/15/157759,R. Palacio,Rodrigo Sebastián Palacio,32,1982-02-05,175,70,Argentina,Inter,82,82,0,0,ST,Right,2,3,3,High/Medium,Lean,Yes,,,SUB,8,,2012-07-01,2016,SUB,18,85,82,77,84,31,60,,,,,,,"Flair, Speed Dribbler (CPU AI Only)",76-1,85-1,76+1,79-1,81-1,83-1,83-1,75-1,65-1,86-1,86-1,85,83,83-1,83+1,73-1,77,71+2,61,81,41-1,27-1,86-2,80-1,83-3,,25,25,25,17-13,14-1,17-13,17-8,17-8,82+0,82+0,82+0,82+0,82+0,82+0,82+0,82+0,82+0,82+0,82+0,80+0,71+0,71+0,71+0,80+0,58+0,58+0,58+0,58+0,58+0,52+0,46+0,46+0,46+0,52+0
158625,https://sofifa.com/player/158625/dante-bonfim-costa-santos/15/157759,Dante,Dante Bonfim da Costa Santos,30,1983-10-18,188,87,Brazil,FC Bayern München,82,82,0,0,CB,Left,3,3,3,Medium/Medium,Normal,Yes,,,SUB,4,,2012-07-01,2017,,,64,56,72,71,83,76,,,,,,,"Long Passer (CPU AI Only), Power Header",71,48,84-3,77-1,53,68+1,62,60,75-1,76-2,62-5,65,68-1,82-2,63-2,77,64-2,65-3,82-1,55-3,76-2,84-1,44+6,66+1,60,,82-1,83-2,85-1,14,8,10,6,13,64+1,64+1,64+1,67+1,65+1,65+1,65+1,67+1,67+1,67+1,67+1,70+1,71+1,71+1,71+1,70+1,77+1,78+1,78+1,78+1,77+1,79+1,81+1,81+1,81+1,79+1
